menu_id,restaurante_id,fecha,dia_semana,dia_semana_num,temporada,primer_plato,primer_plato_id,segundo_plato,segundo_plato_id,postre,postre_id,bebida_incluida,precio
1151,9,2026-03-02,Lunes,0,primavera,Cóctel de gambas,242,Dorada a la sal,247,Fresones con nata,41,True,16.0
1152,9,2026-03-03,Martes,1,primavera,Ensalada de langostinos,243,Gambas al ajillo,248,Helado artesano,42,True,16.0
1153,10,2025-09-01,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1154,10,2025-09-02,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1155,10,2025-09-03,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1156,10,2025-09-04,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1157,10,2025-09-05,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1158,10,2025-09-08,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1159,10,2025-09-09,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1160,10,2025-09-10,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1161,10,2025-09-11,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1162,10,2025-09-12,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1163,10,2025-09-15,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1164,10,2025-09-16,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1165,10,2025-09-17,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1166,10,2025-09-18,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1167,10,2025-09-19,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1168,10,2025-09-22,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1169,10,2025-09-23,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1170,10,2025-09-24,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1171,10,2025-09-25,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1172,10,2025-09-26,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1173,10,2025-09-29,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1174,10,2025-09-30,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1175,10,2025-10-01,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1176,10,2025-10-02,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1177,10,2025-10-03,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1178,10,2025-10-06,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1179,10,2025-10-07,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1180,10,2025-10-08,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1181,10,2025-10-09,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1182,10,2025-10-10,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1183,10,2025-10-13,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1184,10,2025-10-14,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1185,10,2025-10-15,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1186,10,2025-10-16,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1187,10,2025-10-17,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1188,10,2025-10-20,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1189,10,2025-10-21,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1190,10,2025-10-22,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1191,10,2025-10-23,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1192,10,2025-10-24,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1193,10,2025-10-27,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1194,10,2025-10-28,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1195,10,2025-10-29,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1196,10,2025-10-30,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1197,10,2025-10-31,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1198,10,2025-11-03,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1199,10,2025-11-04,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1200,10,2025-11-05,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1201,10,2025-11-06,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1202,10,2025-11-07,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1203,10,2025-11-10,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1204,10,2025-11-11,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1205,10,2025-11-12,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1206,10,2025-11-13,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1207,10,2025-11-14,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1208,10,2025-11-17,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1209,10,2025-11-18,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1210,10,2025-11-19,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1211,10,2025-11-20,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1212,10,2025-11-21,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1213,10,2025-11-24,Lunes,0,otoño,Sopa azteca,252,Tacos al pastor,257,Arroz con leche,11,True,11.0
1214,10,2025-11-25,Martes,1,otoño,Nachos con guacamole,253,Enchiladas rojas,258,Flan casero,12,True,11.0
1215,10,2025-11-26,Miércoles,2,otoño,Elote asado,254,Burrito de pollo,259,Tarta de manzana,13,True,11.0
1216,10,2025-11-27,Jueves,3,otoño,Quesadillas de queso,255,Fajitas de ternera,260,Natillas,14,True,11.0
1217,10,2025-11-28,Viernes,4,otoño,Totopos con pico de gallo,256,Chili con carne,261,Coulant de chocolate,15,True,11.0
1218,10,2025-12-01,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1219,10,2025-12-02,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1220,10,2025-12-03,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1221,10,2025-12-04,Jueves,3,invierno,Nachos gratinados,265,Enchiladas verdes,270,Brownie con helado,29,True,11.0
1222,10,2025-12-05,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1223,10,2025-12-09,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1224,10,2025-12-10,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1225,10,2025-12-11,Jueves,3,invierno,Nachos gratinados,265,Enchiladas verdes,270,Brownie con helado,29,True,11.0
1226,10,2025-12-12,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1227,10,2025-12-15,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1228,10,2025-12-16,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1229,10,2025-12-17,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1230,10,2025-12-18,Jueves,3,invierno,Nachos gratinados,265,Enchiladas verdes,270,Brownie con helado,29,True,11.0
1231,10,2025-12-19,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1232,10,2025-12-22,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1233,10,2025-12-23,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1234,10,2025-12-24,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1235,10,2025-12-26,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1236,10,2025-12-29,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1237,10,2025-12-30,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1238,10,2025-12-31,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1239,10,2026-01-02,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1240,10,2026-01-05,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1241,10,2026-01-07,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1242,10,2026-01-08,Jueves,3,invierno,Nachos gratinados,265,Enchiladas verdes,270,Brownie con helado,29,True,11.0
1243,10,2026-01-09,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1244,10,2026-01-12,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1245,10,2026-01-13,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1246,10,2026-01-14,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1247,10,2026-01-15,Jueves,3,invierno,Nachos gratinados,265,Enchiladas verdes,270,Brownie con helado,29,True,11.0
1248,10,2026-01-16,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1249,10,2026-01-19,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1250,10,2026-01-20,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1251,10,2026-01-21,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1252,10,2026-01-22,Jueves,3,invierno,Nachos gratinados,265,Enchiladas verdes,270,Brownie con helado,29,True,11.0
1253,10,2026-01-23,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1254,10,2026-01-26,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1255,10,2026-01-27,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1256,10,2026-01-28,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1257,10,2026-01-29,Jueves,3,invierno,Nachos gratinados,265,Enchiladas verdes,270,Brownie con helado,29,True,11.0
1258,10,2026-01-30,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1259,10,2026-02-02,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1260,10,2026-02-03,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1261,10,2026-02-04,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1262,10,2026-02-05,Jueves,3,invierno,Nachos gratinados,265,Enchiladas verdes,270,Brownie con helado,29,True,11.0
1263,10,2026-02-06,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1264,10,2026-02-09,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1265,10,2026-02-10,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1266,10,2026-02-11,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1267,10,2026-02-12,Jueves,3,invierno,Nachos gratinados,265,Enchiladas verdes,270,Brownie con helado,29,True,11.0
1268,10,2026-02-13,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1269,10,2026-02-16,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1270,10,2026-02-17,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1271,10,2026-02-18,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1272,10,2026-02-19,Jueves,3,invierno,Nachos gratinados,265,Enchiladas verdes,270,Brownie con helado,29,True,11.0
1273,10,2026-02-20,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1274,10,2026-02-23,Lunes,0,invierno,Pozole rojo,262,Tamales de cerdo,267,Torrijas,26,True,11.0
1275,10,2026-02-24,Martes,1,invierno,Queso fundido con chorizo,263,Mole poblano,268,Tarta de queso,27,True,11.0
1276,10,2026-02-25,Miércoles,2,invierno,Sopa de tortilla,264,Burritos de carne asada,269,Crema catalana,28,True,11.0
1277,10,2026-02-26,Jueves,3,invierno,Nachos gratinados,265,Enchiladas verdes,270,Brownie con helado,29,True,11.0
1278,10,2026-02-27,Viernes,4,invierno,Flautas de pollo,266,Chilaquiles rojos,271,Leche frita,30,True,11.0
1279,10,2026-03-02,Lunes,0,primavera,Guacamole fresco,272,Tacos de pescado,277,Fresones con nata,41,True,11.0
1280,10,2026-03-03,Martes,1,primavera,Ensalada mexicana,273,Bowl mexicano,278,Helado artesano,42,True,11.0
